IndID,polycode,value,label
Death_allcause_allage,E02002615,112.3951638,MSOA: E02002615<br/>Standardised Mortality Ratio (SMR): 112.4<br/>Worse than England (= 100)
Death_allcause_allage,E02002616,106.134594,MSOA: E02002616<br/>Standardised Mortality Ratio (SMR): 106.1<br/>Similar to England (= 100)
Death_allcause_allage,E02002617,120.0761312,MSOA: E02002617<br/>Standardised Mortality Ratio (SMR): 120.1<br/>Worse than England (= 100)
Death_allcause_allage,E02002618,135.5239111,MSOA: E02002618<br/>Standardised Mortality Ratio (SMR): 135.5<br/>Worse than England (= 100)
Death_allcause_allage,E02002619,131.6260848,MSOA: E02002619<br/>Standardised Mortality Ratio (SMR): 131.6<br/>Worse than England (= 100)
Death_allcause_allage,E02002620,173.0400421,MSOA: E02002620<br/>Standardised Mortality Ratio (SMR): 173<br/>Worse than England (= 100)
Death_allcause_allage,E02002621,144.5613961,MSOA: E02002621<br/>Standardised Mortality Ratio (SMR): 144.6<br/>Worse than England (= 100)
Death_allcause_allage,E02002622,139.9321187,MSOA: E02002622<br/>Standardised Mortality Ratio (SMR): 139.9<br/>Worse than England (= 100)
Death_allcause_allage,E02002623,139.8053404,MSOA: E02002623<br/>Standardised Mortality Ratio (SMR): 139.8<br/>Worse than England (= 100)
Death_allcause_allage,E02002624,77.42101428,MSOA: E02002624<br/>Standardised Mortality Ratio (SMR): 77.4<br/>Better than England (= 100)
Death_allcause_allage,E02002625,120.7144542,MSOA: E02002625<br/>Standardised Mortality Ratio (SMR): 120.7<br/>Worse than England (= 100)
Death_allcause_allage,E02002626,162.3988809,MSOA: E02002626<br/>Standardised Mortality Ratio (SMR): 162.4<br/>Worse than England (= 100)
Death_allcause_allage,E02002627,99.79173842,MSOA: E02002627<br/>Standardised Mortality Ratio (SMR): 99.8<br/>Similar to England (= 100)
Death_allcause_allage,E02002628,155.4802614,MSOA: E02002628<br/>Standardised Mortality Ratio (SMR): 155.5<br/>Worse than England (= 100)
Death_allcause_allage,E02002629,129.4304479,MSOA: E02002629<br/>Standardised Mortality Ratio (SMR): 129.4<br/>Worse than England (= 100)
