IndID,polycode,value,label
ESA_total,E01012607,5.811138014527845,"LSOA: E01012607<br/>In February 2018 there were<br/>48 people claiming ESA<br/>for any reason,<br/>which is approximately 5.8%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012608,11.20879120879121,"LSOA: E01012608<br/>In February 2018 there were<br/>153 people claiming ESA<br/>for any reason,<br/>which is approximately 11.2%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012633,6.921487603305786,"LSOA: E01012633<br/>In February 2018 there were<br/>67 people claiming ESA<br/>for any reason,<br/>which is approximately 6.9%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012634,4.98220640569395,"LSOA: E01012634<br/>In February 2018 there were<br/>42 people claiming ESA<br/>for any reason,<br/>which is approximately 5%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012635,4.105571847507331,"LSOA: E01012635<br/>In February 2018 there were<br/>42 people claiming ESA<br/>for any reason,<br/>which is approximately 4.1%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012636,4.342723004694836,"LSOA: E01012636<br/>In February 2018 there were<br/>37 people claiming ESA<br/>for any reason,<br/>which is approximately 4.3%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012581,2.954209748892171,"LSOA: E01012581<br/>In February 2018 there were<br/>20 people claiming ESA<br/>for any reason,<br/>which is approximately 3%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012582,3.669724770642202,"LSOA: E01012582<br/>In February 2018 there were<br/>36 people claiming ESA<br/>for any reason,<br/>which is approximately 3.7%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012583,2.786709539121115,"LSOA: E01012583<br/>In February 2018 there were<br/>26 people claiming ESA<br/>for any reason,<br/>which is approximately 2.8%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012587,5.654281098546042,"LSOA: E01012587<br/>In February 2018 there were<br/>70 people claiming ESA<br/>for any reason,<br/>which is approximately 5.7%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012588,4.6317388003037205,"LSOA: E01012588<br/>In February 2018 there were<br/>61 people claiming ESA<br/>for any reason,<br/>which is approximately 4.6%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012574,12.887828162291171,"LSOA: E01012574<br/>In February 2018 there were<br/>108 people claiming ESA<br/>for any reason,<br/>which is approximately 12.9%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012577,6.114239742558326,"LSOA: E01012577<br/>In February 2018 there were<br/>76 people claiming ESA<br/>for any reason,<br/>which is approximately 6.1%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012578,8.987854251012145,"LSOA: E01012578<br/>In February 2018 there were<br/>111 people claiming ESA<br/>for any reason,<br/>which is approximately 9%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012605,6.800286327845383,"LSOA: E01012605<br/>In February 2018 there were<br/>95 people claiming ESA<br/>for any reason,<br/>which is approximately 6.8%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012606,7.1942446043165464,"LSOA: E01012606<br/>In February 2018 there were<br/>70 people claiming ESA<br/>for any reason,<br/>which is approximately 7.2%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012579,10.855565777368906,"LSOA: E01012579<br/>In February 2018 there were<br/>118 people claiming ESA<br/>for any reason,<br/>which is approximately 10.9%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012580,7.401696222050886,"LSOA: E01012580<br/>In February 2018 there were<br/>96 people claiming ESA<br/>for any reason,<br/>which is approximately 7.4%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012642,8.757297748123436,"LSOA: E01012642<br/>In February 2018 there were<br/>105 people claiming ESA<br/>for any reason,<br/>which is approximately 8.8%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012645,4.086538461538462,"LSOA: E01012645<br/>In February 2018 there were<br/>51 people claiming ESA<br/>for any reason,<br/>which is approximately 4.1%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012585,8.341915550978372,"LSOA: E01012585<br/>In February 2018 there were<br/>81 people claiming ESA<br/>for any reason,<br/>which is approximately 8.3%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012586,11.753554502369669,"LSOA: E01012586<br/>In February 2018 there were<br/>124 people claiming ESA<br/>for any reason,<br/>which is approximately 11.8%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012656,12.048192771084338,"LSOA: E01012656<br/>In February 2018 there were<br/>140 people claiming ESA<br/>for any reason,<br/>which is approximately 12%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012657,10.248901903367496,"LSOA: E01012657<br/>In February 2018 there were<br/>140 people claiming ESA<br/>for any reason,<br/>which is approximately 10.2%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012658,11.900369003690036,"LSOA: E01012658<br/>In February 2018 there were<br/>129 people claiming ESA<br/>for any reason,<br/>which is approximately 11.9%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012629,13.990825688073393,"LSOA: E01012629<br/>In February 2018 there were<br/>122 people claiming ESA<br/>for any reason,<br/>which is approximately 14%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012631,19.677790563866512,"LSOA: E01012631<br/>In February 2018 there were<br/>171 people claiming ESA<br/>for any reason,<br/>which is approximately 19.7%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012643,10.930442637759711,"LSOA: E01012643<br/>In February 2018 there were<br/>121 people claiming ESA<br/>for any reason,<br/>which is approximately 10.9%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012644,5.939987752602572,"LSOA: E01012644<br/>In February 2018 there were<br/>97 people claiming ESA<br/>for any reason,<br/>which is approximately 5.9%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012655,28.139183055975792,"LSOA: E01012655<br/>In February 2018 there were<br/>372 people claiming ESA<br/>for any reason,<br/>which is approximately 28.1%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012571,10.12070566388115,"LSOA: E01012571<br/>In February 2018 there were<br/>109 people claiming ESA<br/>for any reason,<br/>which is approximately 10.1%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012572,13.535353535353536,"LSOA: E01012572<br/>In February 2018 there were<br/>134 people claiming ESA<br/>for any reason,<br/>which is approximately 13.5%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012573,7.605633802816901,"LSOA: E01012573<br/>In February 2018 there were<br/>81 people claiming ESA<br/>for any reason,<br/>which is approximately 7.6%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012575,14.084507042253522,"LSOA: E01012575<br/>In February 2018 there were<br/>110 people claiming ESA<br/>for any reason,<br/>which is approximately 14.1%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012630,4.758757435558493,"LSOA: E01012630<br/>In February 2018 there were<br/>72 people claiming ESA<br/>for any reason,<br/>which is approximately 4.8%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
ESA_total,E01012576,8.170212765957446,"LSOA: E01012576<br/>In February 2018 there were<br/>96 people claiming ESA<br/>for any reason,<br/>which is approximately 8.2%<br/>of the local 16-64 population<br/>(England average = 5.3%)"
